	Text	GPT3stance
467	oggi in tv la glaxo pubblicizzava il vaccino per la meningite b affermando che gli altri vaccini per la meningite non fanno un gran che.....se prima mi facevano schifo ora gli darei fuoco....(cit.)	 Discouraging
468	"#vaccini:  muore ""suicidata"" con ben due colpi alla testa per aver rivelato le storture dei programmi di #vaccinazione.  si  sparata, poi  risorta per spararsi di nuovo. ????  #trumanshow   i vaccini uccidono. "	 Discouraging towards vaccines
469	i #vaccini sono sempre sicuri...o no?   #vaccino #salute	 Neutral
470	 sentenza storica: il consiglio di stato condanna il ministero della salute a risarcire per ritardo del pagamento dell'indennizzo dovuto ad una ragazza danneggiata da vaccino, morta dopo atroci sofferenze all'et di 32 anni #vaccini #giustizia	 Neutral
471	"""non ci sono prove che il vaccino hpv abbia prevenuto anche un solo caso di cancro cervicale in qualsiasi parte del mondo "	 Discouraging towards vaccines.
472	la chiesa di satana provax, ma tu guarda... con lavallo dei clinton poi. toh! 	 Neutral
473	"""l'industria della #vaccinazione"". l'avventura continua. prima di esser partita!  "	 Neutral
474	ma guarda a volte il caso, sui media non si fa altro che parlare di #coronavirus e, taaaaaaac, subito ci si mette al lavoro per un vaccino apposito.  ma guarda a volte le coincidenze. 	 Neutral
475	studio tedesco di bambini vaccinati contro non vaccinati. indovina chi  sempre pi sano? 	 Neutral
476	dai #vaccini ai #nanochip (altro che #microchip rfid). lo dicevamo, la via  quella, ormai ce lo dicono in faccia che vogliono ridurci a cyborg per poi spazzar via quel che resta di umano. e la stiamo percorrendo sparati come un frecciarossa. 	 Neutral
477	non ho parole, sono senza ritegno! il patologo che ha eseguito l'autopsia al piccolo zakaria, morto a 5 mesi 24 ore dopo la vaccinazione,  un medico coinvolto nello scandalo delle biopsie a milano... 	 Neutral
478	come volevasi dimostrare... oplà!  la società farmaceutica americana ''moderna'' e' vicina al primo vaccino contro il coronavirus 	 Neutral
479	associazione corvelva - vaccino merck, il caso degli informatori verso una risoluzione 	 Neutral
480	user e il vaccino c'è l'hanno in caso qualcosa o qualcuno di loro dovesse succedergli qualcosa	 Neutral.
481	"user ""il vaccino è il futuro"" ""mi farei iniettare anche petrolio pur di poter tornare libero""  questi sono due esempi di cose che hanno udito le mie povere orecchie"	 Neutral
482	assassini!  lorenzo si era anche sottoposto al vaccino anti-covid, lo scorso 5 giugno. una scomparsa la sua che sconvolge la comunità, stretta intorno ai genitori	neutral
483	user_lavit user infatti sono terapie sperimentali (chiamate vaccini) non obbligatorie (ma se non ci si sottopone alle quali si è molestati dallo stato fino a non aver vita degna) che permettono il contagio (e forse la moltiplicazione di varianti), però chiamano “immunizzati” chi vi si sottopone!	 Neutral
484	user user__ no, sono sperimentali, leggi il bugiardino e vedrai cosa scrivono. sono vaccini sperimentali somministrati in larga scala per via della pandemia.	 Neutral
485	🇮🇹 #coronavirus #vaccinazione  troppi dubbi‼️  intanto grazie ai ricatti la sperimentazione continua e in autunno avremo i risultati	 Discouraging
486	user user_claudio prima, ogni morto, anche 100enne, oddio, morto per covid!! adesso, vaccinato che muore di covid, eeeh...ma cosa vuoi che sia, era vecchio, aveva patologie pregresse!  mammamia che ipocrisia!!	 Discouraging
487	vaccini covid, morte sospetta di un docente: il piemonte sospende astrazeneca #calabrianotizie #newscalabria 	 Neutral
488	user_claudio grazie per la solerzia con cui ha verificato la segnalazione. e adesso che si fa? a parer mio questa cosa è gravissima, dimostra la malafede che circonda il vaccino in italia e l’istituzionale ostilità nei confronti di chi sceglie di non farsi iniettare un siero sperimentale	 Neutral
489	medico in incognito parla dei vaccini covid  via user	"

The stance of this Tweet is neutral."
490	"user chissà perchè omettono sempre il fatto che c'è stata una vaccinazione poco prima del decesso..""nessuna correlazione "" però se muori in un incidente stradale e sei risultato positivo(falso probabilmente, visto che fanno più di 20 cicli di pcr) ,diventi magicamente un morto covid."	 Discouraging
491	uomo del nj in ospedale con covid dopo essere stato completamente vaccinato.  ma almeno ha il suo passaporto, giusto? #earlytreatment is the key! 	 Neutral
492	"ecco la prima denuncia contro la rai per la disinformazione su vaccini e cure domiciliari""  8"	 Neutral
493	deve diventare famoso il dott. scoglio! laureato in legge, ma dedica la vita alle alghe. ha deciso di essere il candidato al nobel 2018, anche se nessun candidato al quel nobel sarà noto prima del 2068.  e vi parla della pericolosità dei vaccini.	 Neutral
494	"user consiglio di seguire lui 👇 l'inventore del mrna messaggero e molto critico sulle scelte vaccinali e politiche che non considerano gli studi e la famosa ""scienza"" "	 Neutral
495	quando pensate che user_italia siano liberali invece scopri che vogliono l' obbligo per i vaccini sperimentali chissà se user si farà un bel astrazeneca?	 Neutral
496	user_grim vogliamo ricordare la diretta televisiva della processione natalizia del vaccino che ha attraversato il brennero e poi è arrivato a roma? giorni e giorni di giubilo perché ormai si vedeva la luce in fondo al tunnel. ecco, tre mesi dopo eccoci qua nel caos totale.	" Neutral 

The tweet does not provide any opinion about vaccines and instead focuses on the celebration of the vaccine's arrival and the subsequent situation three months later. Therefore, the stance of the tweet is neutral."
497	user siamo sempre guariti dalle polmoniti, le cure esistono.. è di vaccino che si muore, e non ci sono storie, e non sanno nemmeno riconoscerlo tanto più che essendo sperimentale dovrebbero verificare le cause dei decessi anziché catalogarli come “malore improvviso “... vergogna..	 Discouraging towards vaccines.
498	il vaccino lo farei a loro! veramente è non per finta! 👎👎👎	 Encouraging
499	user vaccinati in quanto codardi, ma non possono dirlo per non perdere la quasi totalità dei loro elettori.🤡	 Discouraging
500	per la nazionale di calcio, suonano la trombetta e si imbestialiscono se non vince. per la loro vita e quella dei loro figli massacrata da vaccini sperimentali e mascherine, no. la punizione è più che meritata.	 Discouraging towards vaccines
501	persino la dottoressa bolgan trova che l'unico modo per uscirne sia la disobbedienza civile. i vaccini sono l'opposto di quello che vogliono farci credere. 	 Discouraging towards vaccines.
502	user user ma se hanno detto (gliscienziati) che i vaccinati infettano ugualmente.... che si vaccinano a fare?	 Neutral
503	quarta dose obbligatoria? non scherziamo.	 Discouraging
504	user user_andme qualcuno vorrebbe escludere i cittadini non vaccinati dal #ssn. va bene, pero' non saremo piu' tenuti a versare tasse e contribuzioni e ci rivolgeremo al privato. alla fin dei conti gia' succede: per una visita col ssn mesi di attesa...privatamente domattina alle ore 8.00 !!!	 Neutral
505	cosa non ci hanno detto in italia sui vaccini😱   	 Neutral
506	secondo i dati ufficiali, negli ultimi tre mesi sono morte più persone a causa dei vaccini che nell'ultimo decennio alvaro colombres garmendia | thebl 03/31/21, 13:54 	 Neutral
507	prima di covid, qualcuno ha chiesto se le infermiere erano vaccinate contro l'influenza? no, pensavo di no. eppure l'influenza è mortale per certi gruppi di persone. l'#ipocrisia è reale &amp; è fastidiosa. gli amanti delle maschere hanno mostrato i loro veri colori. sono dei ...👇	 Discouraging
508	coloro che ci hanno messo paura a causa del covid, sono gli stessi che ci vogliono imporre la somministrazione del vaccino  	 Discouraging towards vaccines
509	studio scientifico vaccini covid-19 .. forte risposta immunitaria infiammatoria, compresi polmoni e fegato .. . .. affaticamento, mal di testa, brividi, dolori muscolari, febbre e dolori articolari .. . .. intense reazioni infiammatorie e trombotiche .. 	 Neutral
